key,screens,English,Hindi,Hinglish,audit flags,review status
common_allowed,YoutubeStudyV2Screen,Allowed,Allowed,Allowed,Latin text in Hindi: inspect names/technical terms,Needs human review
common_back,AppCategoryEditorScreen; DmChatScreen; HabitInsightsScreen; LaunchUsageQuestionnaireScreen; ManualTopicTreeStep; PremiumPaywallScreen; RevisionScheduleSheet; SafarExpressiveHeader; StudyCircleScreen; SupportScreen; YoutubeStudyV2Screen,Back,पीछे,Back,,Needs human review
common_beta,YoutubeFocusBetaBadge,Beta,Beta,Beta,Latin text in Hindi: inspect names/technical terms,Needs human review
common_cancel,AdminNotificationComposerScreen; CalendarTab; ChapterTopicsSheet; DeleteAccountDialog; EkagraDurationTab; EkagraHistoryTab; EkagraSheets; EkagraTagSelector; GoalHistoryTab; GoalsScreen; HabitExportDialog; HabitFormBottomSheet; PlanConfirmDialog; PlanPreviewStep; PlanTabScreen; PlannerNameDialog; PremiumPaywallScreen; SavedSyllabusPickerStep; StudyCircleScreen; StudyPlannerExamDate; StudyPlannerScreen; SyllabusSubjectsScreen,Cancel,रद्द करें,Cancel,,Needs human review
common_checked,PlanTabV2Components,Checked,Checked,Checked,Latin text in Hindi: inspect names/technical terms,Needs human review
common_choose,EkagraKavachSetup,Choose,चुनें,chunein,,Needs human review
common_clear,PlanTabV2Components; StudyCircleScreen,Clear,हटाएं,Clear,,Needs human review
common_clear_all,AppPickerScreen; GoalsScreen,Clear all,सब हटाएँ,Clear all,,Needs human review
common_clear_search,PlanTabScreen; SavedSyllabusPickerStep,Clear search,Search साफ करें,Search saaf karein,Latin text in Hindi: inspect names/technical terms,Needs human review
common_close,FocusShieldSettingsSheet; GoalsScreen; HabitFormBottomSheet; JournalScreen; ModernHabitComponents; NishthaAnalyticsScreen; SyllabusRedesign; YoutubeFocusBetaBadge,Close,बंद करें,Close,,Needs human review
common_collapse,MehfilTabs,Collapse,बंद करें,band karein,,Needs human review
common_complete_lower,StudyPlannerScreen,complete,पूरा,poora,,Needs human review
common_completed,CalendarTab; PlanTabScreen; WeeklyView,Completed,पूरा हुआ,poora hua,,Needs human review
common_confirm,MixedBagSubjectPickerStep; PlanConfirmDialog; StudyPlannerScreen,Confirm,Confirm करें,Confirm,Latin text in Hindi: inspect names/technical terms,Needs human review
common_continue,DeepFocusOrderStep; EkagraScreen; KavachPermissionSetup; LaunchUsageQuestionnaireScreen; PremiumPaywallScreen; TemplatePickerStep,Continue,आगे बढ़ें,Continue,,Needs human review
common_decline,MehfilTabs,Decline,मना करें,Decline,,Needs human review
common_delete,EkagraTagSelector; GoalListContent; HabitFormBottomSheet; PlanTabV2Components; SavedSyllabusPickerStep,Delete,Delete करें,Delete,Latin text in Hindi: inspect names/technical terms,Needs human review
common_deny,YoutubeFocusAccessibilityTutorialSheet,Deny,Deny करें,Deny,Latin text in Hindi: inspect names/technical terms,Needs human review
common_details,GoalHistoryTab,Details,Details,Details,Latin text in Hindi: inspect names/technical terms,Needs human review
common_discard,EkagraSheets; TopicStudySaveSheet,Discard,हटा दें,hata dein,,Needs human review
common_dismiss,SyllabusRedesign,Dismiss,हटाएँ,hataayein,,Needs human review
common_do_not_show_again,EkagraScreen,Don’t show this again,यह फिर मत दिखाना,Don’t show this again,,Needs human review
common_done,FocusShieldSettingsSheet; GoalsScreen; PlanTabScreen,Done,हो गया,Done,,Needs human review
common_draft,SavedSyllabusPickerStep,Draft,Draft,Draft,Latin text in Hindi: inspect names/technical terms,Needs human review
common_draft_upper,StudyPlannerScreen,DRAFT,DRAFT,DRAFT,Latin text in Hindi: inspect names/technical terms,Needs human review
common_edit,EkagraKavachSetup; GoalListContent; HabitGraphCards; PlanTabScreen,Edit,Edit करें,Edit,Latin text in Hindi: inspect names/technical terms,Needs human review
common_enable,EkagraKavachSetup; EkagraTimerTab; KavachUiComponents,Enable,चालू करें,On karein,,Needs human review
common_end,EkagraTimerTab,End,खत्म करें,khatam karein,,Needs human review
common_error,,Something went wrong,कुछ गड़बड़ हो गई,kuch gadbad ho gayi,,Needs human review
common_expand,MehfilTabs,Expand,खोलें,kholein,,Needs human review
common_expand_menu,SafarExpressiveFabMenu,Expand menu,मेन्यू खोलें,menu kholein,,Needs human review
common_export,StudyPlannerScreen,Export,Export करें,Export,Latin text in Hindi: inspect names/technical terms,Needs human review
common_first,MixedBagSubjectPickerStep,First,पहले,pehle,,Needs human review
common_go_back,PlanPreviewStep,Go back,वापस जाएँ,wapas jaayein,,Needs human review
common_got_it,StudyPlannerScreen; SyllabusSubjectsScreen; YoutubeFocusAccessibilityTutorialSheet; YoutubeFocusBetaBadge,Got it,समझ गया,Got it,,Needs human review
common_granted,KavachOnboardingScreen,Allowed,Allow हो गया,Allow ho gaya,Latin text in Hindi: inspect names/technical terms,Needs human review
common_hide,GoalHistoryTab,Hide,छिपाएँ,chhipaayein,,Needs human review
common_hours_upper,GoalsScreen,HOURS,घंटे,ghante,,Needs human review
common_learn_more,KavachUiComponents,Learn more,और जानें,Learn more,,Needs human review
common_loading,LaunchUsageQuestionnaireScreen; MehfilTabs; YoutubeStudyV2Screen,Loading…,लोड हो रहा है…,Loading…,,Needs human review
common_min_short,EkagraDurationTab,Custom value,min,min,Latin text in Hindi: inspect names/technical terms,Needs human review
common_minutes,EkagraDurationTab,Minutes,Minutes,Minutes,Latin text in Hindi: inspect names/technical terms,Needs human review
common_minutes_seconds_short,GoalHistoryTab,%1$d sec %2$d,%1$d min %2$d sec,%1$d min %2$d sec,Latin text in Hindi: inspect names/technical terms,Needs human review
common_minutes_short,EkagraDurationTab; GoalHistoryTab; KavachBlockOverlay,%1$d min,%1$d min,%1$d min,Latin text in Hindi: inspect names/technical terms,Needs human review
common_minutes_upper,GoalsScreen,MINUTES,मिनट,minute,,Needs human review
common_more_options,EkagraScreen; GoalListContent; StudyCircleScreen,More options,और options,More options,Latin text in Hindi: inspect names/technical terms,Needs human review
common_move,CalendarTab,Move,Move करें,Move karein,Latin text in Hindi: inspect names/technical terms,Needs human review
common_move_down,PlanTabV2Components,Move down,नीचे करें,neeche karein,,Needs human review
common_move_up,PlanTabV2Components,Move up,ऊपर करें,upar karein,,Needs human review
common_moving,GoalsScreen,Moving…,Move हो रहा है…,Move ho raha hai…,Latin text in Hindi: inspect names/technical terms,Needs human review
common_mute,DhyanScreen,Mute,Mute करें,Mute karein,Latin text in Hindi: inspect names/technical terms,Needs human review
common_no,EkagraScreen,No,नहीं,No,,Needs human review
common_not_now,DailyTopicsStep; NotificationPermission; PlanTabScreen; PlanTabV2Components; SyllabusSubjectsScreen; YoutubeStudyV2Screen,Not now,अभी नहीं,Not now,,Needs human review
common_off,YoutubeFocusAccessibilityTutorialSheet,Off,बंद,Off,,Needs human review
common_ok,AuthScreen; GoalHistoryTab; GoalsScreen; MixedBagSubjectPickerStep; PlanSettingsStep; PlanTabScreen; StudyPlannerExamDate; SyllabusSubjectsScreen,OK,ठीक है,OK,,Needs human review
common_on,KavachUiComponents,On,चालू,On,,Needs human review
common_open,MehfilTabs; PremiumPaywallScreen; SyllabusRedesign,Open,खोलें,Open,,Needs human review
common_open_menu,EkagraDesign,Open menu,मेन्यू खोलें,menu kholein,,Needs human review
common_optional,EkagraSheets; KavachUiComponents,Optional,ज़रूरी नहीं,Optional,,Needs human review
common_optional_upper,KavachUiComponents,OPTIONAL,OPTIONAL,OPTIONAL,Latin text in Hindi: inspect names/technical terms,Needs human review
common_options,StudyPlannerScreen,Options,Options,Options,Latin text in Hindi: inspect names/technical terms,Needs human review
common_pause,DhyanScreen; EkagraTimerTab,Pause,Pause करें,Pause,Latin text in Hindi: inspect names/technical terms,Needs human review
common_play,DhyanScreen; MehfilTabs,Play,Play करें,Play,Latin text in Hindi: inspect names/technical terms,Needs human review
common_ready,KavachUiComponents,Ready,तैयार,ready,,Needs human review
common_refresh,StudyCircleScreen,Refresh,Refresh करें,Refresh,Latin text in Hindi: inspect names/technical terms,Needs human review
common_rename,PlanTabV2Components; StudyPlannerScreen,Rename,नाम बदलें,naam badlein,,Needs human review
common_required_upper,KavachUiComponents,REQUIRED,ज़रूरी,zaruri,,Needs human review
common_reset,DhyanScreen; GoalHistoryTab,Reset,Reset करें,Reset,Latin text in Hindi: inspect names/technical terms,Needs human review
common_restore,GoalsScreen,Restore,वापस लाएँ,wapas laayein,,Needs human review
common_resume,EkagraTimerTab,Resume,फिर शुरू करें,Resume,,Needs human review
